author,datasets_cited,num_datasets
"Xiao Chen, Bin Lu, Huixian Li, Xueying Li, Yuwei Wang, F. Xavier Castellanos, Liping Cao, Ning-Xuan Chen, Wei Chen, Yuqi Cheng, Shi‐Xian Cui, Zhao‐Yu Deng, Yiru Fang, Qiyong Gong, Wenbin Guo, Zheng-Jia-Yi Hu, Li Kuang, Baojuan Li, Le Li, Tao Li, Tao Lian, Yi‐Fan Liao, Yan‐Song Liu, Zhening Liu, Jianping Lu, Qinghua Luo, Huaqing Meng, Daihui Peng, Jiang Qiu, Yuedi Shen, Tianmei Si, Yanqing Tang, Chuanyue Wang, Fei Wang, Huaning Wang, Kai Wang, Xiang Wang, Ying Wang, Zihan Wang, Xiaoping Wu, Chunming Xie, Guangrong Xie, Peng Xie, Xiufeng Xu, Hong Yang, Jian Yang, Shuqiao Yao, Yongqiang Yu, Yonggui Yuan, Kerang Zhang",ds005752,1
"Sara Larivière, Şeyma Bayrak, Reinder Vos de Wael, Oualid Benkarim, Peer Herholz, Raúl Rodríguez‐Cruces, Casey Paquola, Seok‐Jun Hong, Bratislav Mišić, Alan C. Evans, Sofie L. Valk, Boris C. Bernhardt",ds005752,1
"Raúl Rodríguez‐Cruces, Jessica Royer, Peer Herholz, Sara Larivière, Reinder Vos de Wael, Casey Paquola, Oualid Benkarim, Bo‐yong Park, Janie Degré‐Pelletier, Mark C. Nelson, Jordan DeKraker, Ilana R. Leppert, Christine Tardif, Jean‐Baptiste Poline, Luis Concha, Boris C. Bernhardt",ds005752,1
"Francesca Mandino, Domenic H. Cerri, Clément M. Garin, Milou Straathof, Geralda A. F. van Tilborg, M. Mallar Chakravarty, Marc Dhénain, Rick M. Dijkhuizen, Alessandro Gozzi, Andreas Heß, Shella Keilholz, Jason P. Lerch, Yen‐Yu Ian Shih, Joanes Grandjean",ds005752,1
"Eric Feczko, Greg Conan, Scott Marek, Brenden Tervo‐Clemmens, Michaela Cordova, Olivia Doyle, Eric Earl, Anders Perrone, Darrick Sturgeon, Rachel G. Klein, Gareth Harman, Dakota Kilamovich, Robert Hermosillo, Óscar Miranda-Domínguez, Azeez Adebimpe, Maxwell A. Bertolero, Matthew Cieslak, Sydney Covitz, Timothy Hendrickson, Anthony Juliano, Kathy Snider, Lucille A. Moore, Johnny Uriartel, Alice M. Graham, Finn Calabro, Monica D. Rosenberg, Kristina M. Rapuano, B.J. Casey, Richard Watts, Donald J. Hagler, Wesley K. Thompson, Thomas E. Nichols, Elizabeth A. Hoffman, Beatríz Luna, Hugh Garavan, Theodore D. Satterthwaite, Sarah Feldstein Ewing, Bonnie J. Nagel, Nico U.F. Dosenbach, Damien A. Fair",ds005752,1
"Leonardo Tozzi, Xue Zhang, Megan Chesnut, Bailey Holt-Gosselin, Carolina A. Ramirez, Leanne M. Williams",ds005752,1
"Michael Schirner, Lia Domide, Dionysios Perdikis, Paul Triebkorn, Leon Stefanovski, Roopa Pai, Paula Prodan, Bogdan Valean, Jessica Palmer, Chloê Langford, André Blickensdörfer, Michiel van der Vlag, Sandra Diaz-Pier, Alexander Peyser, Wouter Klijn, D. Pleiter, Anne Nahm, Oliver Schmid, Marmaduke Woodman, Lyuba Zehl, Jan Fousek, Spase Petkoski, Lionel Kusch, Meysam Hashemi, Daniele Marinazzo, Jean‐François Mangin, Agnes Flöel, Simisola Akintoye, Bernd Carsten Stahl, Michael Cepic, Emily L. Johnson, Gustavo Deco, Anthony R. McIntosh, Claus C. Hilgetag, Marc Morgan, Bernd Schuller, Alex Upton, Colin McMurtrie, Timo Dickscheid, Jan G. Bjaalie, Katrin Amunts, Jochen Mersmann, Viktor Jirsa, Petra Ritter",ds005752,1
"Paul A. Taylor, Richard C. Reynolds, Vince D. Calhoun, Javier González-Castillo, Daniel A. Handwerker, Peter A. Bandettini, Amanda F. Mejia, Gang Chen",ds005752,1
"Vincent Bazinet, Justine Y. Hansen, Bratislav Mišić",ds005752,1
"Brigitta Malagurski, Franziskus Liem, Jessica Oschwald, Susan Mérillat, Lutz Jäncke",ds005752,1
"Odile A. van den Heuvel, Premika S.W. Boedhoe, Sara Bertolín, Willem B. Bruin, Clyde Francks, Iliyan Ivanov, Neda Jahanshad, Xiangzhen Kong, Jun Soo Kwon, Joseph O’Neill, Tomáš Paus, Yash Patel, Fabrizio Piras, Lianne Schmaal, Carles Soriano‐Mas, Gianfranco Spalletta, Guido van Wingen, Je‐Yeon Yun, Chris Vriend, H. Blair Simpson, Daan van Rooij, Marcelo Q. Hoexter, Martine Hoogman, Jan K. Buitelaar, Paul Arnold, Jan C. Beucke, Francesco Benedetti, Irene Bollettini, Anushree Bose, Brian P. Brennan, Alessandro S. De Nadai, Kate D. Fitzgerald, Patricia Gruner, Edna Grünblatt, Yoshiyuki Hirano, Chaim Huyser, Anthony James, Kathrin Koch, Gerd Kvale, Luisa Lázaro, Christine Löchner, Rachel Marsh, David Mataix‐Cols, Pedro Morgado, Takashi Nakamae, Tomohiro Nakao, Janardhanan C. Narayanaswamy, Erika L. Nurmi, Christopher Pittenger, Y.C. Janardhan Reddy",ds005752,1
"Sanam Maknojia, Nathan W. Churchill, Tom A. Schweizer, Simon J. Graham",ds005752,1
"Sook‐Lei Liew, Artemis Zavaliangos‐Petropulu, Neda Jahanshad, Catherine E. Lang, Kathryn S. Hayward, Keith R. Lohse, Julia M. Juliano, Francesca Assogna, Lee A. Baugh, A. K. Bhattacharya, Bavrina Bigjahan, Michael R. Borich, Lara A. Boyd, Amy Brodtmann, Cathrin M. Buetefisch, Winston D. Byblow, Jessica M. Cassidy, Adriana Bastos Conforto, R. Cameron Craddock, Michael A. Dimyan, Adrienne N. Dula, Elsa Ermer, Mark R. Etherton, Kelene A. Fercho, Chris M. Gregory, Shahram Hadidchi, Jess A. Holguin, Darryl Hwang, Simon Jung, Steven A. Kautz, Mohamed Salah Khlif, Nima Khoshab, Bokkyu Kim, Hosung Kim, Amy Kuceyeski, Martín Lotze, Bradley J. MacIntosh, John L. Margetis, Feroze B. Mohamed, Fabrizio Piras, Ander Ramos‐Murguialday, Geneviève Richard, Pamela Roberts, Andrew D. Robertson, Jane Maryam Rondina, Natalia S. Rost, Nerses Sanossian, Nicolas Schweighofer, Na Jin Seo, Mark S. Shiroishi",ds005752,1
"Ayumu Yamashita, Yuki Sakai, Takashi Yamada, Noriaki Yahata, Akira Kunimatsu, Naohiro Okada, Takashi Itahashi, Ryuichiro Hashimoto, Hiroto Mizuta, Naho Ichikawa, Masahiro Takamura, Go Okada, Hirotaka Yamagata, Kenichiro Harada, Koji Matsuo, Saori Tanaka, Mitsuo Kawato, Kiyoto Kasai, Nobumasa Kato, Hidehiko Takahashi, Yasumasa Okamoto, Okito Yamashita, Hiroshi Imamizu",ds005752,1
"Benjamin B. Risk, Raphiel Murden, Junjie Wu, Mary Beth Nebel, Arun Venkataraman, Zhengwu Zhang, Deqiang Qiu",ds005752,1
"Emily S. Finn, Russell A. Poldrack, James M. Shine",ds005752,1
"Tomi Karjalainen, Jouni Tuisku, Severi Santavirta, Tatu Kantonen, Marco Bucci, Lauri Tuominen, Jussi Hirvonen, Jarmo Hietala, Juha O. Rinne, Lauri Nummenmaa",ds005752,1
"Chao‐Gan Yan, Xindi Wang, Bin Lu",ds005752,1
"Marc M. Himmelberg, Jan W. Kurzawski, Noah C. Benson, Denis G. Pelli, Marisa Carrasco, Jonathan Winawer",ds005752,1
"Jessica Dafflon, Pedro F. da Costa, František Váša, Ricardo Pio Monti, Danilo Bzdok, Peter J. Hellyer, Federico Turkheimer, Jonathan Smallwood, Emily J. H. Jones, Robert Leech",ds005752,1
"Stéphane d’Ascoli, Jérémy Rapin, Yohann Benchetrit, Teon L Brooks, K. Begany, Jos'ephine Raugel, Hubert J. Banville, Jean-R'emi King",ds005752,1
"Hatem T.M. Duhair, Masrullizam bin Mat Ibrahim, Jamil Abedalrahim Jamil Alsayaydeh, Rex Bacarra, Ahmed Hussein Ahmed",ds005811,1
"S. Chiu, Zhige Chen, Jibin Wu, Kay Chen Tan",ds005811,1
"Ruiqi Yang, Eric Modesitt","ds005872,ds007338",2
"Weigeng Li, Neng Zhou, Xiaodong Qu","ds005872,ds007338",2
"Matthew L. Key, Tural Mehtiyev, Xiaodong Qu","ds005872,ds007338",2
"Guangyao Dou, Zheng Zhou, Xiaodong Qu","ds005872,ds007338,nm000137",3
"Nathaniel Murungi, Michael Vinh Pham, X. Dai, Xiaodong Qu","ds005872,ds007338",2
"Nathaniel Murungi, Michael Vinh Pham, Xu-feng Dai, Xiaodong Qu","ds005872,ds007338",2
"L. Wolf, Ard Kastrati, M. Płomecka, J. Li, Dustin Klebe, Alexander Veicht, R. Wattenhofer, N. Langer","ds005872,ds007338",2
"Martin A. Skoglund, M. Andersen, Martha M. Shiell, G. Keidser, M. Rank, Sergi Rotger-Griful","ds005872,ds007338",2
"S. Kovalenko, Anton Mamonov, Vladislav Kuznetsov, Alexandr O. Bulygin, Irina Shoshina, I. Brak, A. Kashevnik","ds005872,ds007338",2
"Wolfgang Fuhl, Susanne Zabel, T. Harbig, Julia-Astrid Moldt, Teresa Festl Wietek, Anne Herrmann-Werner, K. Nieselt","ds005872,ds007338",2
"Jing Wang, Ci Zhang","ds005872,ds007338",2
"Ard Kastrati, M. Płomecka, Joel Kuchler, N. Langer, R. Wattenhofer","ds005872,ds007338",2
"Chad C. Williams, Daniel Weinhardt, J. Hewson, M. Płomecka, Nicolas Langer, Sebastian Musslick","ds005872,ds007338",2
"B. Behera, S. Al-kuwari, Ahmed Farouk","ds005872,ds007338",2
"Eric Modesitt, Haicheng Yin, Williams Huang Wang, Brian Lu","ds005872,ds007338",2
"Eric Modesitt, Ruiqi Yang, Qi Liu","ds005872,ds007338",2
"G. R. Chhimpa, Ajay Kumar, S. Garhwal, Dhiraj Kumar, Niyaz Ahmad Wani, M. A. Wani, K. A. Shakil","ds005872,ds007338",2
"Emma Farago, Andrew J. Law, S. Hajra, A. Chan","ds005872,ds007338",2
"Tue Cao, Nha Tran, Le Nguyen, Hung T. Nguyen, H. Pham","ds005872,ds007338",2
"Brian Xiang, Abdelrahman Abdelmonsef","ds005872,ds007338",2
"Tiago Vasconcelos Afonso, Florian Heinrichs","ds005872,ds007338",2
"Chenxu Zhu, Yiming Xu, Xiaodong Qu","ds005872,ds007338",2
"Ashish Ranjan Mishra, Rakesh Kumar, Vibha Gupta, Sameer Prabhu, Richa Upadhyay, P. C. Chhipa, S. Rakesh, H. Mokayed, Marcus Liwicki, F. Liwicki, Rajkumar Saini","ds005872,ds007338",2
"Sofia Utoft, Jingwen Dou, Jade Wu, H. Gunn","ds005872,ds007338,on004745",3
"Faisal Mehmood, S. Rehman, Asif Mehmood, Young-Jin Kim","ds005872,ds007338",2
"C. O’Reilly, S. Huberty","ds005872,ds007338",2
"Yifei Zhou, Sitong Liu","ds005872,ds007338",2
"Nina Weng, M. Płomecka, Manuel Kaufmann, Ard Kastrati, R. Wattenhofer, N. Langer","ds005872,ds007338",2
"Haodong Jing, Yongqiang Ma, Panqi Yang, Haoyu Li, Shuai Huang, Badong Chen, Nanning Zheng","ds005872,ds007338",2
"Haojun Zhuang, Dunya Baradari, Nataliya Kosmyna, Arnav Balyan, Constanze Albrecht, Steph Chen, Pattie Maes","ds005872,ds007338",2
"Yoelvis Moreno-Alcayde, V. J. Traver, Luis A Leiva","ds005872,ds007338",2
"Zhaofeng Zhai, Lu Han, Wei Zhang","ds005872,ds007338",2
"Yu Cao, Bo Zhang, Xiaohui Hou, Minggang Gan, Wei Wu","ds005872,ds007338",2
"Teng Liang, Andrews Damoah","ds005872,ds007338",2
"Jade Wu, Jingwen Dou, Sofia Utoft","ds005872,ds007338",2
"Rezvan Ghasemzadeh, Shiva Kamkar, M. Daliri","ds005872,ds007338",2
"Chuhao Deng, Jayanth Shreekumar, Worawis Sribunma, Maheed H. Ahmed, Nevena Ivanović, Sabine Brunswicker, James M. Goppert, Mahsa Ghasemi, Inseok Hwang","ds005872,ds007338",2
"Jayanth Shreekumar, Qiang Qiu, Sabine Brunswicker",ds005872,1
"Abhinav Uppal, Dillan Cellier, M. Lee, Sean Bauersfeld, Yuchen Xu, S. Shamma, Gert Cauwenberghs, Virginia R. de Sa","ds005872,ds007338",2
"Thi-Oanh Ha, Hieyong Jeong, H. Doan","ds005872,ds007338",2
"Pedro Igor de Souza Malaquias, Victor Ferreira Alvarenga, Mateus Nazário Coelho, A. Santanna, Christianne Miranda, Saul Delabrida","ds005872,ds007338",2
"Chuhui Qiu, Bugao Liang, Matthew L. Key","ds005872,ds007338",2
"Dustin Klebe, Jieming Li, L. Wolf, Ard Kastrati Prof, Dr. Roger Wattenhofer","ds005872,ds007338",2
W. Zeng,"ds005872,ds007338",2
"Srijan Saxena, Martyna Ard Kastrati, Beata Płomecka, A. Prof, Dr. Roger Wattenhofer","ds005872,ds007338",2
"Damjan Kostovic, Dr. Roger Wattenhofer, Ard Kastrati, M. Płomecka","ds005872,ds007338",2
"Andrews Damoah, Teng Liang","ds005872,ds007338",2
"Christof Koch, Marcello Massimini, Mélanie Boly, Giulio Tononi",ds005953,1
"Mathilde Bonnefond, Sabine Kästner, Ole Jensen",ds005953,1
"Megan A. K. Peters, Thomas Thesen, Yoshiaki Ko, Brian Maniscalco, Chad Carlson, Matthew Davidson, Werner Doyle, Ruben Kuzniecky, Orrin Devinsky, Eric Halgren, Hakwan Lau",ds005953,1
"Aman B. Saleem, Anthony D. Lien, Michael Krumin, Bilal Haider, Miroslav Román Rosón, Aslı Ayaz, Kimberly Reinhold, Laura Busse, Matteo Carandini, Kenneth D. Harris",ds005953,1
"Martin Vinck, Cem Uran, Georgios Spyropoulos, Irene Onorato, Ana Clara Broggini, Marius Schneider, Andrés Canales‐Johnson",ds005953,1
"Randolph F. Helfrich, Robert T. Knight","ds005953,nm000189",2
"Rodrigo Echeveste, L. Aitchison, Guillaume Hennequin, M. Lengyel",ds005953,1
"Dora Hermes, Mai Nguyen, Jonathan Winawer",ds005953,1
"Gustavo Rohenkohl, Conrado A. Bosman, Pascal Fries",ds005953,1
"John F. Burke, Ashwin G. Ramayya, Michael J. Kahana",ds005953,1
"Joonas Iivanainen, Rasmus Zetter, Lauri Parkkonen",ds005953,1
"Eleonora Bartoli, William H. Bosking, Yvonne Chen, Ye Li, Sameer A. Sheth, Michael S. Beauchamp, Daniel Yoshor, Brett L. Foster",ds005953,1
"Matthew W. Self, Judith Peters, Jessy K. Possel, Joel Reithler, Rainer Goebel, Peterjan Ris, Danique Jeurissen, Leila Reddy, Steven Claus, Johannes C. Baayen, Pieter R. Roelfsema",ds005953,1
"Talis Bachmann, Anthony G. Hudetz",ds005953,1
"Mark P. Jensen, Tomonori Adachi, Shahin Hakimian",ds005953,1
Kai J. Miller,ds005953,1
"Martin Vinck, Conrado A. Bosman",ds005953,1
"Katharina Duecker, Tjerk P. Gutteling, Christoph S. Herrmann, Ole Jensen",ds005953,1
"Julia Veit, Gregory Handy, Daniel P. Mossing, Brent Doiron, Hillel Adesnik",ds005953,1
"Kai J. Miller, Gerwin Schalk, Dora Hermes, Jeffrey G. Ojemann, Rajesh P. N. Rao",ds005953,1
"Giovanni Piantoni, Eric Halgren, Sydney S. Cash",ds005953,1
Pieter R. Roelfsema,ds005953,1
"Marie-Christin Fellner, Stephanie Gollwitzer, Stefan Rampp, Gernot Kreiselmeyr, Daniel Bush, Beate Diehl, Nikolai Axmacher, Hajo M. Hamer, Simon Hanslmayr",ds005953,1
"Chuanliang Han, Tian Wang, Yi Yang, Yujie Wu, Yang Li, Weifeng Dai, Yange Zhang, Bin Wang, Guanzhong Yang, Ziqi Cao, Jian Kang, Gang Wang, Liang Li, Hongbo Yu, Chun-I Yeh, Dajun Xing",ds005953,1
"Brett L. Foster, Biyu J. He, Christopher J. Honey, Karim Jerbi, Alexander Maier, Yuri B. Saalmann",ds005953,1
"Benjamin Griffiths, Ole Jensen",ds005953,1
"Eric Lowet, Mark Roberts, Alina Peter, Bart Gips, Peter De Weerd",ds005953,1
"David J. Heeger, Klavdia Zemlianova",ds005953,1
"Eric Lowet, Mark Roberts, Avgis Hadjipapas, Alina Peter, Jan van der Eerden, Peter De Weerd",ds005953,1
"Nicolas M. Brunet, Martin Vinck, Conrado A. Bosman, Wolf Singer, Pascal Fries",ds005953,1
"Jeremy B. Caplan, Monica Bottomley, Pardeep Kang, Roger A. Dixon",ds005953,1
"Vinay Shirhatti, Supratim Ray",ds005953,1
"Dora Hermes, Kai J. Miller, Brian A. Wandell, Jonathan Winawer",ds005953,1
"Erik Peterson, Burke Q. Rosen, Ayşenil Belger, Bradley Voytek, Alana Campbell",ds005953,1
"Dora Hermes, Dorothée Kasteleijn‐Nolst Trenité, Jonathan Winawer",ds005953,1
"Thomas J. Reilly, Judith Nottage, Erich Studerus, Grazia Rutigliano, Andrea De Micheli, Paolo Fusar‐Poli, Philip McGuire",ds005953,1
"Cem Uran, Alina Peter, Andreea Lazăr, William Barnes, Johanna Klon-Lipok, Katharine A. Shapcott, Rasmus Roese, Pascal Fries, Wolf Singer, Martin Vinck",ds005953,1
"Winston Chiong, Matthew K. Leonard, Edward F. Chang",ds005953,1
"Tyler S. Davis, Rose M. Caston, Brian Philip, Chantel M. Charlebois, Daria Nesterovich Anderson, Kurt E. Weaver, Elliot H. Smith, John D. Rolston",ds005953,1
"Dimitrios Pantazis, Mingtong Fang, Sheng Qin, Yalda Mohsenzadeh, Quanzheng Li, Radoslaw Martin Cichy",ds005953,1
"David J. Heeger, Wayne E. Mackey",ds005953,1
"Chuanliang Han, Robert Shapley, Dajun Xing",ds005953,1
"Heng‐Ru May Tan, J. Gross, Peter J. Uhlhaas",ds005953,1
"Elena V. Orekhova, Anna Butorina, Olga Sysoeva, Andrey O. Prokofyev, Anastasia Nikolaeva, Tatiana A. Stroganova",ds005953,1
"Georgios Spyropoulos, Matteo Saponati, Jarrod Robert Dowdall, Marieke L. Schölvinck, Conrado A. Bosman, Bruss Lima, Alina Peter, Irene Onorato, Johanna Klon-Lipok, Rasmus Roese, Sergio Neuenschwander, Pascal Fries, Martin Vinck",ds005953,1
"Sidrat Tasawoor Kanth, Supratim Ray",ds005953,1
"Jingyang Zhou, Noah C. Benson, Kendrick Kay, Jonathan Winawer",ds005953,1
"Cihan Mehmet Kadipasaoglu, Christopher R. Conner, Meagan Lee Whaley, Vatche G. Baboyan, Nitin Tandon",ds005953,1
"Chuanliang Han, Xixi Zhao, Meijia Li, Naem Haihambo, Jiayi Teng, Sixiao Li, Jinyi Qiu, Xiaoyang Feng, Michel Gao",ds005953,1
"Tom R. Marshall, Sophie Esterer, Jim Herring, Til Ole Bergmann, Ole Jensen",ds005953,1
"Fae Kayarian, Ali Jannati, Alexander Rotenberg, Emiliano Santarnecchi",ds005953,1
"Makoto Uji, Ross Wilson, Susan Francis, Karen J. Mullinger, Stephen Mayhew",ds005953,1
"Qiaohan Yang, Guangyu Zhou, Torben Noto, Jessica W. Templer, Stephan Schuele, Joshua M. Rosenow, Gregory Lane, Christina Zelano",ds005953,1
"Agrita Dubey, Supratim Ray",ds005953,1
"Alina Peter, Benjamin Johannes Stauch, K. Shapcott, Kleopatra Kouroupaki, J. Schmiedt, Liane Klein, Johanna Klon-Lipok, J. R. Dowdall, M. Schölvinck, M. Vinck, W. Singer, M. Schmid, P. Fries",ds005953,1
"Ella Podvalny, Erin M. Yeagle, Pierre Mégevand, Nimrod Sarid, Michal Harel, Gal Chechik, Ashesh D. Mehta, Rafael Malach",ds005953,1
"Britta U. Westner, Sarang S. Dalal, Simon Hanslmayr, Tobias Staudigl",ds005953,1
"Stefano Gallotto, Alexander T. Sack, Teresa Schuhmann, Tom A. de Graaf",ds005953,1
"Nicolas M. Brunet, Pascal Fries",ds005953,1
"Eric Lowet, Bart Gips, Mark Roberts, Peter De Weerd, Ole Jensen, Jan van der Eerden",ds005953,1
"Carlyn Patterson Gentile, Geoffrey K. Aguirre",ds005953,1
"Bin Wang, Chuanliang Han, Tian Wang, Weifeng Dai, Yang Li, Yi Yang, Guanzhong Yang, Lvyan Zhong, Yange Zhang, Yujie Wu, Gang Wang, Hongbo Yu, Dajun Xing",ds005953,1
"Kevan A Martin, Sylvia Schröder",ds005953,1
"Renate Rutiku, Talis Bachmann",ds005953,1
"Matthias Fritsche, Samuel J. Lawrence, Floris P. de Lange",ds005953,1
"Francisco García‐Rosales, Luciana López‐Jury, Eugenia González‐Palomares, Yuranny Cabral‐Calderín, Julio C. Hechavarría",ds005953,1
"M. Girardi-Schappo, G. S. Bortolotto, J. J. Gonsalves, L. T. Pinto, M. H. R. Tragtenberg",ds005953,1
"Devarajan Sridharan, Eric I. Knudsen",ds005953,1
Vadim Axelrod,ds005953,1
"Anita Zátonyi, Zsolt Borhegyi, Mohit Srivastava, Dorottya Cserpán, Zoltán Somogyvári, Zoltán F. Kisvárday, Z. Fekete",ds005953,1
"Russell Butler, Pierre‐Michel Bernier, Jérémie Lefebvre, Guillaume Gilbert, Kevin Whittingstall",ds005953,1
"Corentin Jacques, Jacques Jonas, Sophie Colnat‐Coulbois, Louis Maillard, Bruno Rossion",ds005953,1
"Andrés Canales-Johnson, Ana Filipa Teixeira Borges, Misako Komatsu, N. Fujii, Johannes Jacobus Fahrenfort, K. Miller, V. Noreika",ds005953,1
"Vinay Shirhatti, Poojya Ravishankar, Supratim Ray",ds005953,1
"Elena V. Orekhova, Viktoriya O. Manyukhina, Ilia A. Galuta, Andrey O. Prokofyev, Dzerassa E. Goiaeva, Tatiana S. Obukhova, Kirill A. Fadeev, Justin F. Schneiderman, Tatiana A. Stroganova",ds005953,1
"Georgios Spyropoulos, Marius Schneider, Jochem van Kempen, Marc Alwin Gieselmann, Alexander Thiele, Martin Vinck",ds005953,1
"John D. Griffiths, Anthony R. McIntosh, Jérémie Lefebvre",ds005953,1
"Ana Maria Ichim, Harald Bârzan, Vasile V. Moca, Adriana Nagy-Dăbâcan, Andrei Ciuparu, Adela Hapca, Koen Vervaeke, Raul C. Mureșan",ds005953,1
"Marius Schneider, Benjamin Dann, Swathi Sheshadri, Hansjörg Scherberger, Martin Vinck",ds005953,1
"Elena V. Orekhova, Ekaterina N. Rostovtseva, Viktoriya O. Manyukhina, Andrey O Prokofiev, Tatiana S. Obukhova, Anastasia Nikolaeva, Justin F. Schneiderman, Tatiana A. Stroganova",ds005953,1
"Russell Butler, Pierre‐Michel Bernier, Gregory Mierzwinski, Maxime Descoteaux, Guillaume Gilbert, Kevin Whittingstall",ds005953,1
"Cihan Mehmet Kadipasaoglu, Christopher R. Conner, Vatche G. Baboyan, Matthew J. Rollo, Thomas A. Pieters, Nitin Tandon",ds005953,1
"Joshua J. Foster, Edward Awh",ds005953,1
"Aaron Kucyi, Amy L. Daitch, Omri Raccah, Baotian Zhao, Chao Zhang, Michael Esterman, Michael Zeineh, Casey H. Halpern, Kai Zhang, Jianguo Zhang, Josef Parvizi",ds005953,1
"Aliette Lochy, Corentin Jacques, Louis Maillard, Sophie Colnat‐Coulbois, Bruno Rossion, Jacques Jonas",ds005953,1
"David J. Caldwell, Jeffrey G. Ojemann, Rajesh P. N. Rao",ds005953,1
"Matthias S. Treder, Ian Charest, Sebastian Michelmann, María Carmen Martín-Buro, Frédéric Roux, Fernando Carceller-Benito, Arturo Ugalde-Canitrot, David T. Rollings, Vijay Sawlani, Ramesh Chelvarajah, Maria Wimber, Simon Hanslmayr, Bernhard P. Staresina",ds005953,1
"Beverly Setzer, Nina E. Fultz, Daniel E. P. Gomez, Stephanie D. Williams, Giorgio Bonmassar, Jon̈athan R. Polimeni, Laura D. Lewis",ds005953,1
"Tzvetan Popov, Bart Gips, Sabine Kästner, Ole Jensen",ds005953,1
"Arvid Guterstam, Kelly L. Collins, Jeneva A. Cronin, Hugo Zeberg, Felix Darvas, Kurt E. Weaver, Jeffrey G. Ojemann, H. Henrik Ehrsson",ds005953,1
"Sirawaj Itthipuripat, Thomas C. Sprague, John T. Serences",ds005953,1
Arne D. Ekstrom,ds005953,1
"Shai Berman, Shir Filo, Aviv Mezer",ds005953,1
"Catie Chang, Jingyuan E. Chen",ds005953,1
"E. Johnson, E. Johnson, Lingfei Tang, Q. Yin, Eishi Asano, N. Ofen",ds005953,1
"Noa Ofen, Lingfei Tang, Qijing Yu, Elizabeth L. Johnson",ds005953,1
"Parham Mostame, Sepideh Sadaghiani",ds005953,1
"Müge Özker, Daniel Yoshor, Michael S. Beauchamp",ds005953,1
"Krishnakant Saboo, Yogatheesan Varatharajah, Brent Berry, Václav Křemen, Michael R. Sperling, Kathryn A. Davis, Barbara C. Jobst, Robert E. Gross, Bradley Lega, Sameer A. Sheth, Gregory A. Worrell, Ravishankar K. Iyer, Michał T. Kucewicz",ds005953,1
"Tamar I. Regev, Jonathan Winawer, Edden M. Gerber, Robert T. Knight, Leon Y. Deouell",ds005953,1
"Jacob W. Vogel, Aaron Alexander‐Bloch, Konrad Wagstyl, Maxwell A. Bertolero, Ross D. Markello, Adam Pines, Valerie J. Sydnor, Alex Diaz-Papkovich, Justine Y. Hansen, Alan C. Evans, Boris C. Bernhardt, Bratislav Mišić, Theodore D. Satterthwaite, Jakob Seidlitz",ds005953,1
"Freya A. Lygo, Bruno Richard, Alex R. Wade, Antony B. Morland, Robert F. Hess, Daniel H. Baker",ds005953,1
"Anup Das, Vinod Menon",ds005953,1
"Sirawaj Itthipuripat, Kexin Cha, Sean Deering, Annalisa Salazar, John T. Serences",ds005953,1
"Cletus Cheyuo, Jürgen Germann, Kazuaki Yamamoto, Artur Vetkas, Aaron Loh, Can Sarica, Vanessa Milano, Ajmal Zemmar, Oliver Flouty, Irene E. Harmsen, Mojgan Hodaie, Suneil K. Kalia, David F. Tang‐Wai, Andrés M. Lozano",ds005953,1
"Ícaro Oliveira, Yuxuan Cai, Shir Hofstetter, Jeroen C.W. Siero, Wietske van der Zwaag, Serge O. Dumoulin",ds005953,1
"Seth D. Springer, Hannah J. Okelberry, Madelyn P. Willett, Hallie J. Johnson, Chloe E. Meehan, Mikki Schantell, Christine M. Embury, Maggie P Rempe, Tony W. Wilson",ds005953,1
"Yang Xie, Yanxiu Peng, Jinhong Guo, Muyang Liu, Bozhen Zhang, Lan Yin, He Ding, Xing Sheng",ds005953,1
"Louis N. Vinke, Ilona M. Bloem, Sam Ling",ds005953,1
"Tomas Ros, Abele Michela, Anaïs Mayer, Anne Bellmann, Philippe Vuadens, Victorine Zermatten, Arnaud Saj̈, Patrik Vuilleumier",ds005953,1
"Hiromasa Takemura, Kenichi Yuasa, Kaoru Amano",ds005953,1
"Cilia Jaeger, Rachel Nuttall, Juliana Zimmermann, James Dowsett, Christine Preibisch, Christian Sorg, Afra Wohlschläeger",ds005953,1
"Haiteng Jiang, Lingling Hua, Zhongpeng Dai, Shui Tian, Zhijian Yao, Qing Lü, Tzvetan Popov",ds005953,1
"Sam Harris, Luke Boorman, Aneurin J. Kennerley, Paul Sharp, Chris Martin, Peter Redgrave, Theodore H. Schwartz, Jason Berwick",ds005953,1
"Eline R. Kupers, Noah C. Benson, Jonathan Winawer",ds005953,1
"Sirawaj Itthipuripat, Tanagrit Phangwiwat, Praewpiraya Wiwatphonthana, Prapasiri Sawetsuttipan, Kai-Yu Chang, Viola S. Störmer, Geoffrey F. Woodman, John T. Serences",ds005953,1
"Giovanni Piantoni, Dora Hermes, Nick F. Ramsey, Natalia Petridou",ds005953,1
"Eline R. Kupers, Akhil Edadan, Noah C. Benson, Wietske Zuiderbaan, Maartje C. de Jong, Serge O. Dumoulin, Jonathan Winawer",ds005953,1
"Louis Roberts, Juho Äijälä, Florian Bürger, Cem Uran, Michael A. Jensen, Kai J. Miller, Robin A. A. Ince, Martin Vinck, Dora Hermes, Andrés Canales‐Johnson",ds005953,1
