author,datasets_cited,num_datasets
"Yevgenia Rosenblum, Tamara Shiner, Noa Bregman, Nir Giladi, Inbal Maidan, Firas Fahoum, Anat Mirelman",ds004010,1
"Maarten A. Immink, Zachariah R. Cross, Alex Chatburn, James Baumeister, Matthias Schlesewsky, Ina Bornkessel‐Schlesewsky",ds004010,1
Thomas Donoghue,ds004010,1
"Sigurd L. Alnes, Marzia De Lucia, Andrea O. Rossetti, Athina Tzovara",ds004010,1
"Shane D. McKeon, Maria I. Perica, A. Parr, Finnegan J. Calabro, Will Foran, Hoby Hetherington, Chan-Hong Moon, Beatriz Luna",ds004010,1
"Hernan Hernandez, Sandra Baez, Vicente Medel, Sebastian Moguilner, Jhosmary Cuadros, Hernando Santamaría-García, Enzo Tagliazucchi, P. Valdés-Sosa, Francisco Lopera, J. Ochoa-Gómez, A. González-Hernández, J. Bonilla-Santos, R. A. Gonzalez-Montealegre, Tuba Aktürk, E. Yıldırım, Renato Anghinah, Agustina Legaz, Sol Fittipaldi, G. Yener, Javier Escudero, C. Babiloni, Susanna Lopez, Robert Whelan, A. Lucas, Adolfo M. García, D. Huepe, G. D. Caterina, Marcio Soto-Añari, A. Birba, Agustin Sainz-Ballesteros, Carlos Coronel-Oliveros, Eduar Herrera, D. Abásolo, Kerry Kilborn, N. Rubido, Ruaridh A. Clark, R. Herzog, Deniz Yerlikaya, B. Güntekin, Mario A. Parra, Pavel Prado, Agustín Ibáñez",ds004010,1
"R. A. Stanyard, D. Masón, C. Ellis, H. Dickson, R. Short, D. Batalle, T. Arichi",ds004010,1
"Riccardo Cusinato, Sigurd L. Alnes, Ellen van Maren, Ida Boccalaro, Debora Ledergerber, Antoine Adamantidis, Lukas Imbach, Kaspar Schindler, Maxime O. Baud, Athina Tzovara",ds004010,1
"Fahimeh Akbarian, Chiara Rossi, Lars Costers, Marie D’hooghe, Miguel D’haeseleer, Guy Nagels, Jeroen Van Schependom",ds004010,1
"A. Finley, D. Angus, E. Knight, C. V. van Reekum, M. Lachman, R. Davidson, S. Schaefer",ds004010,1
"Sander van Bree, Daniel Levenstein, Matthew R. Krause, Bradley Voytek, Richard Gao",ds004010,1
"Zoya Mooraj, Alireza Salami, Karen L Campbell, M. Dahl, Julian Q. Kosciessa, Matthew R Nassar, M. Werkle-Bergner, F. Craik, U. Lindenberger, Ulrich Mayr, M. N. Rajah, Naftali Raz, Lars Nyberg, D. Garrett","ds004010,ds005385",2
"Sandra Baez, Hernan Hernandez, Sebastian Moguilner, Jhosmary Cuadros, Hernando Santamaría-García, Vicente Medel, Joaquín Migeot, J. Cruzat, P. Valdés-Sosa, Francisco Lopera, A. González-Hernández, J. Bonilla-Santos, R. A. Gonzalez-Montealegre, Tuba Aktürk, Agustina Legaz, Florencia Altschuler, Sol Fittipaldi, G. Yener, Javier Escudero, C. Babiloni, Susanna Lopez, Robert Whelan, A. Lucas, D. Huepe, Marcio Soto-Añari, Carlos Coronel-Oliveros, Eduar Herrera, Daniel Abasolo, Ruaridh A. Clark, B. Güntekin, Claudia Duran-Aniotz, Mario A. Parra, B. Lawlor, Enzo Tagliazucchi, Pavel Prado, Agustín Ibáñez",ds004010,1
"Moritz Gerster, Gunnar Waterstraat, Vladimir Litvak, Klaus Lehnertz, Alfons Schnitzler, Esther Florin, Gabriel Curio, Vadim V. Nikulin","ds000248,ds004010",2
"Runhao Lu, Nadene Dermody, John Duncan, A. Woolgar",ds004010,1
"S. Montemurro, D. Borek, D. Marinazzo, Sara Zago, F. Masina, Ettore Napoli, Nicola Filippini, Giorgio Arcara",ds004010,1
"J. da Silva Castanheira, Alex I. Wiesman, J. Hansen, B. Misic, Sylvain Baillet, J. Breitner, J. Poirier, Sylvain Baillet, Pierre Bellec, Véronique Bohbot, Mallar M. Chakravarty, Louis Collins, Pierre Etienne, Alan Evans, Serge Gauthier, Rick Hoge, Yasser Ituria-Medina, Gerhard Multhaup, Lisa-Marie Münter, Natasha Rajah, P. Rosa-Neto, Jean-Paul Soucy, Étienne Vachon-Presseau, Sylvia Villeneuve, P. Amouyel, Melissa Appleby, Nicholas Ashton, Daniel Auld, Gülebru Ayranci, C. Bedetti, Marie-Lise Béland, K. Blennow, Ann Brinkmalm Westman, Claudio Cuello, M. Dadar, Leslie-Ann Daoust, Samir Das, Marina Dauar-Tedeschi, Louis De Beaumont, D. Dea, Maxime Descoteaux, Marianne Dufour, Sarah Farzin, Fabiola Ferdinand, Vladimir S Fonov, J. Gonneaud, J. Kat, Christina Kazazian, A. Labonté, Marie‐Élyse Lafaille‐Magnan",ds004010,1
"Thomas Donoghue, Ryan Hammonds, Eric Lybrand, Leonhard Washcke, Richard Gao, B. Voytek",ds004010,1
"Tisa Frelih, Andraž Matkovič, Tjaša Mlinarič, Jurij Bon, G. Repovš",ds004010,1
"Ruby J. Earl, T. Ford, J. Lum, P. G. Enticott, Aron T. Hill",ds004010,1
"Giuseppe Di Dona, Denisa Adina Zamfira, Martina Battista, Luca Battaglini, D. Perani, Luca Ronconi",ds004010,1
"Thomas Pfeffer, Christian Keitel, Daniel S. Kluger, Anne Keitel, Alena Russmann, Gregor Thut, Tobias H. Donner, Joachim Groß",ds004010,1
"Luiza Bonfim Pacheco, Daniel Feuerriegel, Hayley K. Jach, Elizabeth Robinson, V. Dương, Stefan Bode, L. Smillie",ds004010,1
"F. Schmidt, Sarah K. Danböck, E. Trinka, D. P. Klein, G. Demarchi, N. Weisz",ds004010,1
"M. Vandewouw, Julie Sato, Kristina Safar, Natalie Rhodes, M. Taylor",ds004010,1
"Alicia J. Campbell, T. E. Anijärv, Thomas Pace, Ciarán Treacy, J. Lagopoulos, D. Hermens, Jacob M. Levenstein, Sophie C. Andrews",ds004010,1
"P. Simor, T. Vékony, B. Farkas, O. Szalárdy, Tamás Bogdány, B. Brezóczki, Gábor Csifcsák, Dezső Németh",ds004010,1
"Aron T. Hill, Gillian M. Clark, Felicity J. Bigelow, Jarrad A. G. Lum, Peter G. Enticott",ds004010,1
"Ezequiel Pablo Espinosa, Di Zang, Andrea Buccellato, Zengxin Qi, Xuehai Wu, Samira Abbasi, Yasir Çatal, S. Lechner, Federico Zilio, G. Northoff",ds004010,1
"Marius Tröndle, N. Langer",ds004010,1
"Zinong Yang, Stephanie D. Williams, Ewa Beldzik, Stephanie Anakwe, Emilia Schimmelpfennig, Laura D. Lewis",ds004010,1
"A. Asadi, A. Wiesman, C. Wiest, Sylvain Baillet, H. Tan, M. Muthuraman",ds004010,1
"M. Kopf, Jan Martini, C. Stier, Silke Ethofer, Christoph Braun, Yiwen Li Hegner, N. K. Focke, J. Marquetand, R. Helfrich",ds004010,1
"M. Ameen, Joshua Jacobs, M. Schabus, K. Hoedlmoser, T. Donoghue",ds004010,1
"Yang Gao, A. H. Koyun, A. Stock, Annett Werner, Veit Roessner, L. Colzato, Bernhard Hommel, Christian Beste",ds004010,1
"Quirine van Engen, Geeling Chau, Aaron Smith, Kirsten C. S. Adam, Thomas Donoghue, B. Voytek",ds004010,1
"C. Horváth, R. Bódizs",ds004010,1
"Michael CB David, Emma-Jane Mallas, Lucia Li, M. Kolanko, R. Nilforooshan, Man Lai Tsoi, Hanim Karakoc, Karen Hoang, Johanna Brandt, Charikleia Triantafyllou, D. Gruia, Darije Custovic, Peter J. Lally, Karl A Zimmerman, David Danielle Sarah Ramin Matthew Shlomi Mara Payam Pau Sharp Wilson Daniels Nilforooshan Harrison Haar Go, David J Sharp, Danielle Wilson, Sarah Daniels, Matthew Harrison, Shlomi Haar, Mara Golemme, P. Barnaghi, Paul S. Freemont, Ravi Vaidyanathan, T. Constandinou, Gregory PT Scott, Derk-Jan Dijk, Peter J. Lally, Paresh A. Malhotra, L. Robinson, Adam Hampshire, Michael CB David, M. Del Giovane, Neil Graham, M. Kolanko, Helen Lai, M. Rumsey, Emma-Jane Mallas, A. Serban, E. Soreq, Abidemi I. Otaiku, Megan E Parkinson, Thomas D Parker, Success Fabusoro, Emily Beal, Alan Bannon, Danilo P. Mandic, Ziwei Chen, C. Hadjipanayi, Ghena Hammour",ds004010,1
"D. McKeown, Emily R Roberts, Anna J. Finley, Nicholas J. Kelley, Hannah A. D. Keage, V. R. Schinazi, O. Baumann, Ahmed A. Moustafa, Douglas J. Angus",ds004010,1
"Duo Bai, Yatong Guo, S. Jülich, Xu Lei",ds004010,1
"A. Santoni, Giuseppe Di Dona, David Melcher, L. Franchin, Luca Ronconi",ds004010,1
"Agnieszka Glica, Katarzyna Wasilewska, Julia Jurkowska, Jarosław Żygierewicz, B. Kossowski, K. Jednoróg",ds004010,1
"Yuting Xu, Ayumu Yamashita, Kyuto Uno, Tomoya Kawashima, Kaoru Amano",ds004010,1
"K. Amande M. Pauls, Pietari Nurmi, H. Ala-Salomäki, H. Renvall, Jan Kujala, Mia Liljeström",ds004010,1
"P. Kałamała, G. M. Clements, Máté Gyurkovics, Tao Chen, Kathy A. Low, Monica Fabiani, G. Gratton",ds004010,1
"Stefania Petri, Helene Vitali, C. Campus, Martina Riberto, M. Gori",ds004010,1
"A. Arazi, Alessandro Toso, T. Grent-‘t-Jong, P. J. Uhlhaas, T. H. Donner",ds004010,1
"Verina Guirguis, Sanvi Korsapathy, F. Pupillo, R. Mcclure, David Zarzar, Mengsen Zhang, F. Frohlich, T. Schwippel",ds004010,1
"Aron T. Hill, T. Ford, Neil W. Bailey, J. Lum, F. Bigelow, Lindsay.M. Oberman, P. G. Enticott",ds004010,1
"Luc E. Wilson, J. da Silva Castanheira, Benjamin Lévesque Kinder, Sylvain Baillet",ds004010,1
"Xiaoyu Liang, Ruonan Wang, Huanqi Wu, Yuyu Ma, Changzeng Liu, Yang Gao, Dexin Yu, Xiaolin Ning",ds004010,1
"B. Y. Angulo-Ruiz, E. I. Rodríguez-Martínez, V. Muñoz, Carlos M. Gómez",ds004010,1
"M. Makale, Kenneth Blum, Abdalla Bowirrat, Keerthy Sunder, Miles R Makale, Mark S. Gold, I. Elman, Catherine A Dennen, Kevin T. Murphy",ds004010,1
"Aislin A Sheldon, H. Moser, Kamar S. Abdullahi, Karly D. Allison, Carter B. Mulder, Samantha A. Montoya, S. Sponheim, M. Marjańska, Michael-Paul Schallmo",ds004010,1
"Vaibhav Tripathi, Lakshmi Bhaskar, Chhaya Kharya, Manvir Bhatia, Vinod Kochupillai",ds004010,1
"Verónica Mäki-Marttunen, Alexandra Velinov, S. Nieuwenhuis",ds004010,1
"L. Braunsmann, Finja Beermann, H. Strüder, V. Abeln",ds004010,1
"Grace M Elliott, M. M. Robertson, Celine E Locklear, D. L. Robinson, Margaret A. Sheridan, C. A. Boettiger",ds004010,1
"Hongchi Zhang, Amir Jahanian-Najafabadi, Khaled Bagh, L. Colzato, Bernhard Hommel",ds004010,1
"GM Opie, N. Schaworonkow, P. Gordon, Dania Humaidan, U. Ziemann",ds004010,1
"Rana Elmaghraby, Yanchen Liu, Priya Ramesh, G. Westerkamp, Meredith Nelson, Travis R. Larsh, E. Smith, Donald L. Gilbert, Steve W. Wu, Craig A. Erickson, E. Pedapati",ds004010,1
"Vinsea A. V. Singh, Vinodh G. Kumar, A. Banerjee, Dipanjan Roy",ds004010,1
"Michele Deodato, David Melcher, Patrik Vuilleumier","ds004010,nm000112",2
"Shiwei Jia, Dandan Liu, Yang Yue, L. Colzato, Bernhard Hommel, Christian Beste",ds004010,1
"A. Arazi, Alessandro Toso, T. Grent-‘t-Jong, P. Uhlhaas, T. H. Donner",ds004010,1
"Mireia Torralba-Cuello, Angela Marti-Marca, Márta Szabina Pápai, Salvador Soto-Faraco",ds004010,1
"Runhao Lu, Elizabeth Pollitt, A. Woolgar",ds004010,1
"M. L. Weijs, Silvia Missura, Weronika Potok-Szybińska, M. Bächinger, Bianca Badii, M. Domínguez, N. Wenderoth, S. Meissner",ds004010,1
"Robert D Melara, J. Root, Jay A Edelman, M. Estelle, Isabella Mohr, T. Ahles",ds004010,1
"Anne Trishia Fordan-Fresco, A. Velasco-Hernandez, A. Chornet-Lurbe, Isabel Martin-Hoyos, Silvia García-Moreno, Mengdi Gao, Guangfei Li, Y. Ye-Lin, Dongmei Hao",ds004010,1
"Marissa M. Holden, Isabella Premoli, S. Clark, M. P. Richardson, M. R. Goldsworthy, Nigel C. Rogasch",ds004010,1
"Xiaoyu Liang, Huanqi Wu, Ruonan Wang, Yuyu Ma, Hao Lu, Changzeng Liu, L. Jia, Yang Gao, Xiaolin Ning",ds004010,1
"M. Maggio, S. Dattola, S. Bertino, S. De Salvo, Elvira Gjonaj, Antonino Lombardo Facciale, Luca Pergolizzi, L. Bonanno, Federica Impellizzeri, L. Billeri, P. de Pasquale, A. Quartarone, R. S. Calabrò",ds004010,1
"Fleming C. Peck, Catherine R. Walsh, Holly Truong, J. Pochon, Kristen D. Enriquez, C. Bearden, Sandra K. Loo, Robert M. Bilder, A. Lenartowicz, Jesse Rissman",ds004010,1
"Sara Lago, Sara Zago, S. Montemurro, R. S. Calabrò, M. Maggio, S. Dattola, Ilaria Casetta, Giorgio Arcara",ds004010,1
"Karolina Armonaite, Franca Tecchio, B. Pinna, Camillo Porcaro, Livio Conti",ds004010,1
"K. Hemmerich, Juan Lupiáñez, E. Martín-Arévalo, Roi Cohen Kadosh",ds004010,1
"Joel Eyamu, Boncho Ku, Kahye Kim, K. Lee, Jaeuk U. Kim",ds004010,1
"Nienke E. R. van Bueren, Anne H. Van Hoogmoed, Sanne van der Ven, Lisa M. Jonkman",ds004010,1
"Virginia Tronelli, P. Kałamała, G. Gratton, Monica Fabiani, Máté Gyurkovics, Kathy A. Low, Maurizio Codispoti, Andrea De Cesarei",ds004010,1
"J. da Silva Castanheira, A. Wiesman, M. Taylor, Sylvain Baillet",ds004010,1
"Zeyi Wang, Sungchil Yang, Jianping Lu, Qiang Zhou",ds004010,1
"Jie Liu, Jiajun Li, Jun Yang, Qin Zhang",ds004010,1
"James M. Shine, Laura D. Lewis, Douglas D. Garrett, Kai Hwang",ds004010,1
"Leonhard Waschke, Thomas Donoghue, Lorenz Fiedler, Sydney Smith, Douglas D. Garrett, Bradley Voytek, Jonas Obleser","ds004010,ds005953",2
"Brendan Ostlund, Thomas Donoghue, Berenice Anaya, Kelley E. Gunther, Sarah L. Karalunas, Bradley Voytek, Koraly Pérez‐Edgar","ds000248,ds004010",2
"Luc Wilson, Jason da Silva Castanheira, Sylvain Baillet",ds004010,1
"Sarah L. Karalunas, Brendan Ostlund, Brittany R. Alperin, McKenzie T. Figuracion, Hanna Gustafsson, Erika Deming, Dan Foti, Dylan Antovich, Jason Dude, Joel T. Nigg, Elinor L. Sullivan",ds004010,1
"Anne M van Nifterick, Danique Mulder, Denise Joanne Duineveld, Marina Diachenko, Philip Scheltens, Cornelis J. Stam, Ronald E. van Kesteren, Klaus Linkenkaer‐Hansen, Arjan Hillebrand, Alida A. Gouw",ds004010,1
"Sofia V. Salvatore, Peter Lambert, Ann Benz, Nicholas Rensing, Michael Wong, Charles F. Zorumski, Steven Mennerick",ds004010,1
"Daniel S. Kluger, Carina Forster, Omid Abbasi, Nikos Chalas, Arno Villringer, Joachim Groß",ds004010,1
"Anupriya Pathania, Matthew J. Euler, Mindie Clark, Rhiannon L. Cowan, Kevin Duff, Keith R. Lohse",ds004010,1
"Mostafa Mir, Farnad Nasirzadeh, Hannah Bereznicki, Peter G. Enticott, Sang Hyun Lee",ds004010,1
"Chenyan Zhang, Ann‐Kathrin Stock, Moritz Mückschel, Bernhard Hommel, Christian Beste",ds004010,1
"Zachariah R. Cross, Andrew W. Corcoran, Matthias Schlesewsky, Mark Kohler, Ina Bornkessel‐Schlesewsky",ds004010,1
"Christopher Höhn, Michael A Hahn, Janna D. Lendner, Kerstin Hoedlmoser",ds004010,1
"C Turri, Giuseppe Di Dona, Alessia Santoni, Denisa Adina Zamfira, Laura Franchin, David Melcher, Luca Ronconi",ds004010,1
"Yevgenia Rosenblum, Leonore Bovy, Frederik D. Weber, Axel Steiger, Marcel Zeising, Martin Dresler",ds004010,1
"Patrycja Kałamała, Máté Gyurkovics, Daniel C. Bowie, Grace M. Clements, Kathy A. Low, Florin Dolcos, Monica Fabiani, Gabriele Gratton",ds004010,1
"Pascal Helson, Daniel Lundqvist, Per Svenningsson, Mikkel C. Vinding, Arvind Kumar",ds004010,1
"Anne B. Arnett, Virginia Peisch, April R. Levin",ds004010,1
"Matthew J. Euler, Julia V. Vehar, Jasmin E. Guevara, Allie R. Geiger, Pascal R. Deboeck, Keith R. Lohse",ds004010,1
"Michele Deodato, David Melcher",ds004010,1
"Daniel J. McKeown, Anna J Finley, Nicholas J. Kelley, James F. Cavanagh, Hannah A. D. Keage, Oliver Baumann, Victor R. Schinazi, Ahmed A. Moustafa, Douglas J. Angus",ds004010,1
"Phillip R. Johnston, Anthony R. McIntosh, Jed A. Meltzer",ds004010,1
"Sian Virtue-Griffiths, Alex Fornito, Sarah Thompson, Mana Biabani, Jeggan Tiego, Tribikram Thapa, Neil W. Bailey, Nigel C. Rogasch",ds004010,1
"Aditya Nanda, Graham W. Johnson, Yu Mu, Misha B. Ahrens, Catie Chang, Dario J. Englot, Michael Breakspear, Mikail Rubinov",ds004010,1
"Ashley C. Parr, Valerie J. Sydnor, Finnegan J. Calabro, Beatriz Luna",ds004010,1
"Janna D. Lendner, Ulrich Harler, Jonathan Daume, Andreas K. Engel, Christian Zöllner, Till R. Schneider, Marlene Fischer",ds004010,1
"Srishty Aggarwal, Supratim Ray",ds004010,1
"Emily Cunningham, Clementine Zimnicki, Diane M. Beck",ds004010,1
"Thomas Donoghue, Andrew J. Watrous",ds004010,1
"Mattia Pietrelli, Jason Samaha, Bradley R. Postle",ds004010,1
"Mohamed S. Ameen, Joshua Jacobs, Manuel Schabus, Kerstin Hoedlmoser, Thomas Donoghue",ds004010,1
"Leisi Pei, Xinlin Zhou, Fks Leung, Guang Ouyang",ds004010,1
"Irene Gonzalez-Burgos, Marie Bainier, Simon Gross, Philipp Schoenenberger, José A. Ochoa, Miguel Valencia, Roger L. Redondo",ds004010,1
"Ornella Dakwar-Kawar, Tal Mentch-Lifshits, Shachar Hochman, Noam Mairon, Reut Cohen, Pragathi Priyadharsini Balasubramani, Jyoti Mishra, Joshua T. Jordan, Roi Cohen Kadosh, Itai Berger, Mor Nahum",ds004010,1
"Sigurd L. Alnes, Lea Z. M. Bächlin, Kaspar Schindler, Athina Tzovara",ds004010,1
"Michael Preston, Natalie Schaworonkow, Bradley Voytek",ds004010,1
"K. Amande M. Pauls, Pietari Nurmi, Heidi Ala-Salomäki, Hanna Renvall, Jan Kujala, Mia Liljeström",ds004010,1
"Yun Zhang, Yübo Wang, Huanhuan Cheng, Fei Yan, Dingning Li, Dawei Song, Qiang Wang, Liyu Huang",ds004010,1
"Zhitong John Wang, Hsin‐Chien Lee, Chun‐Hsiang Chuang, Fan‐Chi Hsiao, Shwu‐Hua Lee, Ai‐Ling Hsu, Changwei W. Wu",ds004010,1
"Péter Simor, Teodóra Vékony, Bence Csaba Farkas, Orsolya Szalárdy, Tamás Bogdány, Bianka Brezóczki, Gábor Csifcsák, Dezső Németh",ds004010,1
"Alicia J Campbell, Toomas Erik Anijärv, Thomas Pace, Ciara Treacy, Jim Lagopoulos, Daniel F. Hermens, Jacob M. Levenstein, Sophie C. Andrews",ds004010,1
"Marius Tröndle, Nicolas Langer",ds004010,1
"Michał Ociepka, Patrycja Kałamała, Adam Chuderski",ds004010,1
"Florian H. Kasten, René Lattmann, Daniel Strüber, Christoph S. Herrmann",ds004010,1
"Duo Bai, Jingyi Hu, Simon Theodor Jülich, Xu Lei",ds004010,1
"Janna D. Lendner, Jack J. Lin, Pål G. Larsson, Randolph F. Helfrich",ds004010,1
"Caroline Ellis, Jumana Ahmad, Alexia Zoumpoulaki, Mihail Dimitrov, Hester Velthuis, Ana Catarina Pereira, Nichol M. L. Wong, Maria Francesca Ponteduro, Łukasz Kowalewski, Anna DORNHAUS Anne S. LEONARD, P. Garces, Qiyun Huang, Eileen Daly, Declan Murphy, Gráinne McAlonan",ds004010,1
"K. Amande M. Pauls, Elina Salmela, Olesia Korsun, Jan Kujala, Riitta Salmelin, Hanna Renvall",ds004010,1
"Mohammed Abdalla Kannan, Nurfaizatul Aisyah Ab Aziz, Nur Syairah Ab Rani, Mohd Waqiyuddin Abdullah, Muhammad Hakimi Mohd Rashid, M. S. Shab, N. I. Ismail, Muhammad Amiri Ab Ghani, F. Reza, M. Muzaimi",ds004012,1
"Mohammed Abdalla Kannan, Nurfaizatul Aisyah Ab Aziz, Nur Syairah Ab Rani, Mohd Waqiyuddin Abdullah, Muhammad Hakimi Mohd Rashid, Mas Syazwanee Shab, Nurul Iman Ismail, Muhammad Amiri Ab Ghani, Faruque Reza, Muzaimi Mustapha",ds004012,1
"Netiwit Kaongoen, Jae-Hoon Choi, Jin Woo Choi, Haram Kwon, Chaeeun Hwang, Guebin Hwang, Byung Hyung Kim, Sungho Jo","ds004015,ds004348,ds005207,nm000142",4
"Daniel Hölle, Martin G. Bleichner",ds004015,1
"Andreas Schroeer, Martin Rune Andersen, Mike Lind Rank, Ronny Hannemann, Eline Borch Petersen, Filip Marchman Rønne, Daniel J. Strauß, Farah I. Corona–Strauss",ds004015,1
"Nhan Duc Thanh Nguyen, Kaare B. Mikkelsen, Preben Kidmose","ds004015,ds004348",2
"Farzad Saffari, Sahar Zarei, Shobhit Kakaria, José Enrique Bigné Alcañiz, Luis Emilio Bruni, Thomas Z. Ramsøy",ds004015,1
"Max Blümer, Jordi Heeren, Bojana Mirkovic, Matthias Latzel, Craig A. Gordon, David Crowhen, Markus Meis, Kirsten C. Wagener, Michael Schulte",ds004015,1
"Ruikai Li, Yixing Zhang, Guangwei Fan, Ziteng Li, Junmin Li, Fan Shiyong, Cunguang Lou, Xiuling Liu",ds004015,1
"Haolin Zhu, Yujie Yan, Xiran Xu, Zhongshu Ge, Pei Tian, Xihong Wu, Jing Chen",ds004015,1
"Simon Geirnaert, Simon L. Kappel, Preben Kidmose","ds004015,ds005207",2
"René Pallenberg, Ann-Katrin Griedelbach, Alfred Mertins",ds004015,1
"Galit Agmon, Manuela Jaeger, Ella Magen, Danna Pinto, Yuval Perelmuter, Elana Zion Golumbic, Martin G. Bleichner",ds004015,1
"Michael Thornton, Danilo P. Mandic, Tobias Reichenbach",ds004015,1
"Lukas Schick, Emilia Frey, Felix Putze, Michael Thomas Knierim",ds004015,1
Ivo V. Stuldreher,ds004015,1
"Qingyong Hu, Yuxuan Zhou, J. Wang, Yanbin Gong, Yizhen Zhang, Jingnan Sun, Jian Yao, Qijia Shao, Lili Qiu, Qian Zhang, Guihua Li",ds004015,1
"Martin A. Imhof, Karl‐Philipp Flösch, Ralf Schmälzle, Britta Renner, Harald T. Schupp",ds004015,1
"Carmen van Klaren, Anneloes Maij, Laurie Marsman, A. van Drongelen","ds004015,ds005207",2
"Simon Geirnaert, Ruochen Ding, Alexander Bertrand",ds004015,1
"Yuanming Zhang, Zeyan Song, Jing Lu, Fei Chen, Zhibin Lin",ds004015,1
"Zhuang Xie, Jianguo Wei, Le Song, Gaoyan Zhang",ds004015,1
Farzad Saffari,ds004015,1
"Leping Yu, Luis Fernando Herbozo Contreras, Zhaojing Huang, Zhilin Yang, Bobby Chen, Omid Kavehei","ds004015,ds004348",2
"Johanna Wilroth, Oskar Keding, Martin A. Skoglund, Maria Sandsten, Martin Enqvist, Emina Aličković",ds004015,1
"Isabela Mary Sasaki e Silva, Wemerson Delcio Parreira, Fábio Pires Itturriet, Renata Coelho Borges",ds004015,1
Qiang Li,ds004015,1
"Johanna Wilroth, Oskar Keding, Martin A. Skoglund, E. Alickovic, Martin Enqvist",ds004015,1
"Lina Teichmann, Denise Moerel, Chris I. Baker, Tijl Grootswagers","ds004043,ds004816,ds004817,ds004995,on004018",5
"Kai J. Miller, Klaus‐Robert Müller, Gabriela Ojeda Valencia, Harvey Huang, Nicholas M. Gregg, Gregory A. Worrell, Dora Hermes","ds004080,ds004457",2
"Gabriela Ojeda Valencia, Nicholas M. Gregg, Harvey Huang, Brian N. Lundstrom, Benjamin H. Brinkmann, Tal Pal Attia, Jamie J. Van Gompel, Matt A. Bernstein, Myung‐Ho In, John Huston, Gregory A. Worrell, Kai J. Miller, Dora Hermes",ds004080,1
"Odile Feys, Vincent Wens, Antonin Rovaï, Sophie Schuind, Estelle Rikir, Benjamin Legros, Xavier De Tiège, Nicolas Gaspard",ds004080,1
"Nicholas M. Gregg, Gabriela Ojeda Valencia, Tereza Pridalova, Harvey Huang, Vaclav Kremen, Brian N. Lundstrom, Jamie J. Van Gompel, Kai J. Miller, Gregory A. Worrell, Dora Hermes","ds004080,ds004457",2
"Weixiong Jiang, Zhen Zhou, Guoshi Li, Weiyan Yin, Zhengwang Wu, Li Wang, Maryam Ghanbari, Gang Li, Pew‐Thian Yap, Brittany Howell, Martin Styner, Essa Yacoub, Heather C. Hazlett, John H. Gilmore, J. Keith Smith, Kâmil Uǧurbil, Jed T. Elison, Han Zhang, Dinggang Shen, Weili Lin",ds004080,1
"Pál Barzó, Ildikó Szöts, Martin Tóth, Éva Csajbók, Gábor Molnár, Gábor Tamás",ds004080,1
"D. Gonzales, Hammad Khan, Hayagreev V. S. Keri, Saumitra Yadav, Christopher S. Steward, Lyle Muller, Scott R. Pluta, Krishna Jayant",ds004080,1
"Sandra Doval, David López‐Sanz, Ricardo Bruña, Pablo Cuesta, Luis Fernando Antón‐Toro, Ignacio Taguas, Lucía Torres-Simón, Brenda Nadia Chino Vilca, Fernando Maestú",ds004080,1
"Yuwei Jiang, Yangjiayi Mu, Zhao Xu, Qingyang Liu, Shouyan Wang, He Wang, Jianfeng Feng",ds004080,1
"Justin M. Campbell, Tyler S. Davis, Daria Nesterovich Anderson, Amir Arain, Zac Davis, Cory S. Inman, Elliot H. Smith, John D. Rolston",ds004080,1
"Ilkka Laakso, Juhani Kataja, Noora Matilainen, Timo Roine, Thomas Tarnaud, Yoshikazu Ugawa",ds004080,1
"Haoer Shi, Akash R. Pattnaik, Carlos Aguila, Alfredo Lucas, Nishant Sinha, Brian Prager, Marissa Mojena, Ryan S. Gallagher, Alexandra Parashos, Leonardo Bonilha, Ezequiel Gleichgerrcht, Kathryn A. Davis, Brian Litt, Erin C. Conrad",ds004080,1
"Yulia Novitskaya, Matthias Dümpelmann, Andreas Schulze‐Bonhage",ds004080,1
"Simon H. Geukes, Mariana P. Branco, Erik J. Aarnoutse, Annike Bekius, Julia Berezutskaya, Nick F. Ramsey",ds004080,1
"D. V. Blooijs, S. Blok, G. Huiskamp, P. V. Eijsden, H.G.E. Meijer, F. Leijten, Clinical Neurophysiology",ds004080,1
