dataset_name,modalities,processed_date
ds005872,eeg,2026-01-14T17:18:41.035148
ds005408,eeg,2026-01-14T17:18:41.827757
ds006707,"anat,func",2025-11-14T17:00:37.559890
ds006729,"anat,func",2025-11-14T17:00:38.500035
ds006721,"anat,fmap",2025-11-14T17:00:39.489248
ds006731,"anat,dwi,func",2025-11-14T17:00:40.652824
ds005424,anat,2025-11-14T17:00:41.661550
ds006735,eeg,2026-01-14T17:18:42.425036
ds006746,anat,2025-11-14T17:00:43.311114
ds006533,anat,2025-11-14T17:00:44.290966
ds006761,eeg,2026-01-14T17:18:43.044509
ds006648,eeg,2026-01-14T17:18:43.641701
ds006647,eeg,2026-01-14T17:18:44.287321
ds005483,"anat,pet",2025-11-14T17:00:47.023621
ds006756,"anat,pet",2025-11-14T17:00:48.173241
ds004402,"anat,func",2025-11-14T17:00:49.246056
ds006777,eeg,2026-01-14T17:18:44.822558
ds006780,eeg,2026-01-14T17:18:45.499062
ds006801,eeg,2026-01-14T17:18:46.234593
ds006803,eeg,2026-01-14T17:18:47.121956
ds006798,"anat,func",2025-11-14T17:00:53.668383
ds006812,"anat,mrs",2025-11-14T17:00:54.664189
ds006815,"anat,fmap,func",2025-11-14T17:00:55.258099
ds006821,"anat,fmap,func",2025-11-14T17:00:56.277255
ds006826,"anat,func",2025-11-14T17:00:57.023826
ds006465,eeg,2026-01-14T17:18:48.042538
ds006768,eeg,2026-01-14T17:18:48.898405
ds005662,eeg,2026-01-14T17:18:49.487027
ds006848,"beh,eeg",2025-11-14T17:00:59.383438
ds006817,eeg,2026-01-14T17:18:50.154177
ds006844,"anat,func",2025-11-14T17:01:00.705921
ds006802,eeg,2026-01-14T17:18:50.744562
ds006839,eeg,2026-01-14T17:18:51.360457
ds006833,beh,2025-11-14T17:01:02.758371
ds006850,eeg,2026-01-14T17:18:51.940786
ds006861,eeg,2026-01-14T17:18:52.864301
ds006866,eeg,2026-01-14T17:18:53.767108
ds006890,ieeg,2026-01-14T17:18:54.494868
ds006903,nirs,2025-11-14T17:01:07.672941
ds005932,eeg,2026-01-14T17:18:55.818927
ds006623,"anat,func",2026-01-14T17:18:56.418420
ds006902,nirs,2025-11-14T17:01:09.607521
ds006917,pet,2025-11-14T17:01:10.245632
ds006779,"anat,figures,func,log",2025-11-14T17:01:11.294621
ds006923,eeg,2026-01-14T17:18:57.025966
ds006744,"anat,figures,log,perf",2025-11-14T17:01:12.856246
ds006688,"anat,dwi,fmap,func",2025-11-14T17:01:14.101397
ds006926,"anat,fmap,func",2025-11-14T17:01:15.159441
ds006935,anat,2025-11-14T17:01:15.919416
ds006910,ieeg,2026-01-14T17:18:57.711467
ds006914,ieeg,2026-01-14T17:18:58.664334
ds006720,"anat,meg",2025-11-14T17:01:18.111412
ds005354,"anat,fmap,func",2026-01-14T17:18:59.620999
ds006840,"eeg,sourcedata",2026-01-14T17:19:00.219218
ds006943,"anat,fmap,func",2026-01-14T17:19:00.835783
ds006944,"anat,func",2026-01-14T17:19:01.643650
ds006948,,2026-01-14T17:19:02.459189
ds006949,"anat,dwi,swi",2026-01-14T17:19:02.728946
drop,,2026-01-14T17:19:03.600844
ds006950,,2026-01-14T17:19:03.878652
ds006951,,2026-01-14T17:19:04.150994
ds006952,"anat,func",2026-01-14T17:19:04.413052
ds006957,,2026-01-14T17:19:05.031432
ds006959,,2026-01-14T17:19:05.295304
ds006962,,2026-01-14T17:19:05.565586
ds006963,eeg,2026-01-14T17:19:05.828026
ds006945,"anat,eeg,func",2026-01-14T17:19:06.434578
ds006940,"eeg,motion",2026-01-14T17:19:07.241110
ds006969,,2026-01-14T17:19:08.063250
ds006971,"anat,fmap,func",2026-01-14T17:19:08.322838
ds006978,,2026-01-14T17:19:08.850311
ds006979,,2026-01-14T17:19:09.128337
ds006980,,2026-01-14T17:19:09.397454
ds006995,,2026-01-14T17:19:09.673395
ds006997,,2026-01-14T17:19:09.918215
ds006998,,2026-01-14T17:19:10.151051
ds006999,,2026-01-14T17:19:10.434140
ds007000,,2026-01-14T17:19:10.692527
ds007001,,2026-01-14T17:19:10.979922
ds007002,,2026-01-14T17:19:11.224661
ds007003,,2026-01-14T17:19:11.474220
ds007004,,2026-01-14T17:19:11.730410
ds007005,,2026-01-14T17:19:12.000073
ds007006,eeg,2026-01-14T17:19:12.265109
ds007007,,2026-01-14T17:19:12.791454
ds007008,,2026-01-14T17:19:13.059516
ds007009,,2026-01-14T17:19:13.340720
ds007010,,2026-01-14T17:19:13.603894
ds007011,,2026-01-14T17:19:13.858833
ds007012,,2026-01-14T17:19:14.122544
ds007020,eeg,2026-01-14T17:19:14.829752
ds007021,,2026-01-14T17:19:15.790641
ds007022,"beh,func",2026-01-14T17:19:16.056509
ds006871,anat,2026-01-14T17:19:16.996765
ds007023,,2026-01-14T17:19:17.891447
ds007024,,2026-01-14T17:19:18.141403
ds007025,,2026-01-14T17:19:18.399764
ds007026,"anat,fmap,func",2026-01-14T17:19:18.822169
ds007028,,2026-01-14T17:19:19.675490
ds007029,,2026-01-14T17:19:19.909216
ds007030,,2026-01-14T17:19:20.152289
ds007032,,2026-01-14T17:19:20.410717
ds007034,"anat,func",2026-01-14T17:19:20.676294
ds007036,,2026-01-14T17:19:21.245695
ds007038,,2026-01-14T17:19:21.511128
ds007039,,2026-01-14T17:19:21.782379
ds007043,"behavior,eeg",2026-01-14T17:19:22.045518
ds007045,anat,2026-01-14T17:19:22.597859
ds007046,,2026-01-14T17:19:23.348333
ds007047,,2026-01-14T17:19:23.624787
ds007048,,2026-01-14T17:19:23.926121
ds007051,,2026-01-14T17:19:24.211827
ds007052,,2026-01-14T17:19:24.495702
ds007056,,2026-01-14T17:19:24.776643
ds007058,,2026-01-14T17:19:25.070245
ds007059,,2026-01-14T17:19:25.344624
ds007060,,2026-01-14T17:19:25.651825
ds007061,,2026-01-14T17:19:25.939426
ds007062,,2026-01-14T17:19:26.211995
ds007063,,2026-01-14T17:19:26.494314
ds007065,,2026-01-14T17:19:26.753165
ds007067,,2026-01-14T17:19:27.006466
ds007068,,2026-01-14T17:19:27.295714
ds007069,,2026-01-14T17:19:27.552416
ds007070,,2026-01-14T17:19:27.818244
ds007074,,2026-01-14T17:19:28.083645
ds007081,eeg,2026-01-14T17:19:28.354985
ds006893,"anat,func",2026-01-14T17:19:28.952275
ds007082,,2026-01-14T17:19:29.823529
ds007088,,2026-01-14T17:19:30.078389
ds007089,,2026-01-14T17:19:30.354607
ds007090,"anat,dwi,figures,log",2026-01-14T17:19:30.629884
ds007091,log,2026-01-14T17:19:31.687699
ds007092,,2026-01-14T17:19:32.453959
ds007095,ieeg,2026-01-14T17:19:32.729725
ds007096,,2026-01-14T17:19:33.675439
ds007100,,2026-01-14T17:19:33.933190
ds007102,,2026-01-14T17:19:34.196314
ds007105,,2026-01-14T17:19:34.467591
ds007109,,2026-01-14T17:19:34.733531
ds006576,"anat,eeg,fmap,func",2026-01-14T17:19:34.990461
ds007110,,2026-01-14T17:19:35.914022
ds007111,,2026-01-14T17:19:36.179921
ds006921,eeg,2026-01-14T17:19:36.452642
ds007114,,2026-01-14T17:19:37.321663
ds007115,"anat,func",2026-01-14T17:19:37.602567
ds007116,"anat,dwi,fmap,func",2026-01-14T17:19:38.191776
ds007118,,2026-01-14T17:19:39.178352
ds007119,,2026-01-14T17:19:39.447299
ds007120,,2026-01-14T17:19:39.717139
ds007122,,2026-01-14T17:19:39.985297
ds007123,,2026-01-14T17:19:40.257455
ds007124,,2026-01-14T17:19:40.527636
ds007125,,2026-01-14T17:19:40.819471
ds007126,"anat,func",2026-01-14T17:19:41.088884
ds007127,,2026-01-14T17:19:41.684395
ds006905,,2026-01-14T17:19:41.946829
ds007135,"anat,func,pet",2026-01-14T17:19:42.217286
ds007137,,2026-01-14T17:19:42.796577
ds007139,,2026-01-14T17:19:43.061352
ds007143,,2026-01-14T17:19:43.325635
ds007146,,2026-01-14T17:19:43.588645
ds007147,,2026-01-14T17:19:43.849063
ds007148,,2026-01-14T17:19:44.110149
ds007149,,2026-01-14T17:19:44.373212
ds007156,,2026-01-14T17:19:44.632145
ds007157,,2026-01-14T17:19:44.891080
ds007159,,2026-01-14T17:19:45.148592
ds007160,,2026-01-14T17:19:45.420140
ds007161,,2026-01-14T17:19:45.698474
ds007162,,2026-01-14T17:19:45.957679
ds007169,,2026-01-14T17:19:46.234581
ds007170,,2026-01-14T17:19:46.506950
ds007172,eeg,2026-01-14T17:19:46.775527
ds007173,,2026-01-14T17:19:47.452336
ds007174,,2026-01-14T17:19:47.719913
ds007175,eeg,2026-01-14T17:19:47.988478
ds006148,"anat,func,perf,pet",2026-01-14T17:19:48.603453
ds007176,eeg,2026-01-14T17:19:49.625437
ds006805,,2026-01-14T17:19:50.494633
ds007179,,2026-01-14T17:19:50.761213
ds007180,,2026-01-14T17:19:51.021688
ds006577,"anat,func",2026-01-14T17:19:51.296837
ds007181,,2026-01-14T17:19:52.250959
ds007182,"anat,dwi,fmap,func",2026-01-14T17:19:52.530647
ds007183,,2026-01-14T17:19:53.161411
ds007184,,2026-01-14T17:19:53.430747
ds007185,,2026-01-14T17:19:53.717605
ds007195,,2026-01-14T17:19:53.988879
ds007196,,2026-01-14T17:19:54.259164
ds007207,,2026-01-14T17:19:54.525059
ds007212,,2026-01-14T17:19:54.783873
ds007216,,2026-01-14T17:19:55.069538
ds007217,,2026-01-14T17:19:55.337837
